Name,City,State,Total Enrollment,Enrollment Men,Enrollment Women,Another Gender,American Indian or Alaska Native,Asian,Black or African American,Hispanic,Native Hawaiian or Other Pacific Islander,White,Two or more races,Race/ethnicity unknown,U.S. Nonresident
St. Louis Med Tech,St. Louis,MO,4,0,4,0,0,0,0,0,0,0,4,0,0
State Fair Community College,Sedalia,MO,3724,1339,2385,0,14,28,131,318,16,3012,167,11,27
State Technical College of Missouri,Linn,MO,2176,1779,397,11,33,12,27,36,4,2001,22,41,0
Stephens College,Columbia,MO,590,39,551,0,4,14,57,12,11,407,48,22,15
Stevens-The Institute of Business & Arts,Saint Louis,MO,88,15,73,0,0,2,48,3,0,35,0,0,0
Summit Salon Academy Kansas City,Independence,MO,124,3,121,0,1,0,33,18,2,61,8,1,0
Texas County Technical College,Houston,MO,68,4,64,0,0,0,1,1,0,58,0,8,0
The Salon Professional Academy-St Charles,St. Charles,MO,200,3,197,0,1,1,46,3,0,137,12,0,0
Three Rivers College,Poplar Bluff,MO,2624,818,1806,0,13,22,219,75,5,2024,0,256,10
Trend Setters School,Cape Girardeau,MO,54,4,50,0,0,0,12,1,0,40,0,1,0
Truman State University,Kirksville,MO,3960,1548,2412,0,9,92,91,134,2,3181,127,31,293
University of Central Missouri,Warrensburg,MO,11637,5323,6314,119,27,111,644,474,13,7121,411,95,2741
University of Health Sciences and Pharmacy in St. Louis,Saint Louis,MO,695,252,443,1,4,103,70,16,3,434,25,22,18
University of Missouri-Columbia,Columbia,MO,31304,13746,17558,2,58,897,1708,1651,32,23919,1269,393,1377
University of Missouri-Kansas City,Kansas City,MO,15703,6664,9039,4,49,1315,1510,1534,17,8527,686,287,1778
University of Missouri-St Louis,Saint Louis,MO,15181,6142,9039,64,46,737,2090,565,2,10361,309,698,373
Urshan College,Wentzville,MO,473,192,281,0,7,7,21,67,1,339,19,10,2
Urshan Graduate School of Theology,Wentzville,MO,108,66,42,0,0,1,11,14,0,71,0,8,3
Warrensburg Area Career Center,Warrensburg,MO,19,2,17,0,0,0,2,3,0,14,0,0,0
Washington University in St Louis,Saint Louis,MO,17012,7969,9043,3,32,2270,1169,1345,14,6382,766,365,4669
Waynesville Career Center,Waynesville,MO,19,3,16,0,0,0,1,4,0,14,0,0,0
Webster University,Saint Louis,MO,6396,2839,3557,60,13,189,1494,436,11,3024,210,297,722
WellSpring School of Allied Health-Kansas City,Kansas City,MO,168,32,136,0,1,0,59,12,2,78,15,1,0
WellSpring School of Allied Health-Springfield,Springfield,MO,67,13,54,0,1,0,1,0,0,59,6,0,0
Westminster College,Fulton,MO,610,335,275,1,4,6,44,27,1,477,30,6,15
Westminster College,Fulton,MO,1211,533,678,5,5,10,65,42,2,931,42,112,2
Westminster College,Fulton,MO,1280,481,799,0,1,40,20,170,10,884,51,42,62
William Jewell College,Liberty,MO,853,433,420,0,7,19,67,89,2,550,75,17,27
William Woods University,Fulton,MO,1508,532,976,38,5,12,83,64,1,1155,37,112,39
Northern Marianas College,Saipan,MP,1297,490,807,0,0,576,1,20,473,9,113,0,105
Academy of Hair Design-Grenada,Grenada,MS,24,0,24,0,0,0,3,1,0,20,0,0,0
Academy of Hair Design-Jackson,Jackson,MS,60,47,13,0,0,0,56,1,0,3,0,0,0
Academy of Hair Design-Pearl,Pearl,MS,42,1,41,0,0,0,11,1,0,30,0,0,0
Alcorn State University,Alcorn State,MS,2933,943,1990,0,9,3,2775,24,14,65,0,0,43
Belhaven University,Jackson,MS,3627,1156,2471,0,21,16,1873,93,2,968,115,453,86
Blue Cliff College-Gulfport,Gulfport,MS,352,24,328,0,7,3,197,14,0,128,2,1,0
Blue Mountain Christian University,Blue Mountain,MS,922,448,474,0,6,11,135,63,0,627,20,7,53
Chris Beauty College,Gulfport,MS,122,38,84,0,0,5,45,2,0,66,3,1,0
Coahoma Community College,Clarksdale,MS,1783,651,1132,0,5,7,1594,10,1,96,7,61,2
Concorde Career College-Southaven,Southaven,MS,358,11,347,0,3,1,285,8,0,18,3,40,0
Copiah-Lincoln Community College,Wesson,MS,2801,1110,1691,0,8,13,1084,64,0,1522,27,83,0
Corinth Academy of Cosmetology,Corinth,MS,90,4,86,0,0,0,38,0,0,47,2,3,0
Delta State University,Cleveland,MS,2556,942,1614,0,5,11,923,62,1,1360,36,74,84
Delta Technical College-Mississippi,Horn Lake,MS,1981,820,1161,0,4,6,1584,114,0,256,9,8,0
East Central Community College,Decatur,MS,2380,920,1460,0,133,15,666,137,4,1306,66,36,17
East Mississippi Community College,Scooba,MS,3324,1470,1854,129,35,41,1466,72,0,1518,12,179,1
Fosters Cosmetology College,Ripley,MS,36,29,7,0,0,0,25,3,0,6,2,0,0
Goshen School of Cosmetology,Cleveland,MS,17,0,17,0,0,0,15,1,0,1,0,0,0
Hatfield's Mississippi College of Beauty Culture,Laurel,MS,55,0,55,0,0,0,6,1,0,48,0,0,0
Hinds Community College,Raymond,MS,9407,3704,5703,74,22,65,4644,276,6,2985,303,1106,0
Holmes Community College,Goodman,MS,4948,1666,3282,0,17,44,2170,94,1,2442,176,3,1
Itawamba Community College,Fulton,MS,4599,1791,2808,0,3,34,1232,135,0,3064,114,17,0
Jackson State University,Jackson,MS,6906,2307,4599,0,19,21,6402,22,10,182,47,0,203
Jones County Junior College,Ellisville,MS,4399,1667,2732,17,44,19,1375,79,0,2742,123,17,0
KC's School of Hair Design,Pontotoc,MS,58,1,57,0,0,1,4,0,0,53,0,0,0
Meridian Community College,Meridian,MS,2621,847,1774,0,26,25,1160,57,5,1146,24,178,0
Millsaps College,Jackson,MS,661,364,297,0,2,20,177,27,1,393,6,18,17
Mississippi College,Clinton,MS,3946,1495,2451,0,9,87,813,115,1,2514,67,202,138
Mississippi Delta Community College,Moorhead,MS,2039,728,1311,0,3,12,1155,40,0,493,0,336,0
Mississippi Gulf Coast Community College,Perkinston,MS,7845,2996,4849,49,40,213,1819,527,7,4143,387,709,0
Mississippi Institute of Aesthetics Nails & Cosmetology,Clinton,MS,79,0,79,0,1,0,9,2,0,67,0,0,0
Mississippi State University,Mississippi State,MS,22649,10985,11664,0,119,373,3451,855,11,16303,539,190,808
Mississippi University for Women,Columbus,MS,2339,518,1821,0,29,62,821,21,2,1385,0,0,19
Mississippi Valley State University,Itta Bena,MS,1879,787,1092,0,3,9,1586,41,6,139,15,80,0
Northeast Mississippi Community College,Booneville,MS,3062,1152,1910,0,12,15,603,106,1,2258,67,0,0
Northwest Mississippi Community College,Senatobia,MS,7198,2686,4512,17,15,85,2433,448,7,3952,122,136,0
Pearl River Community College,Poplarville,MS,5462,1907,3555,0,15,37,1721,35,0,3414,0,240,0
Rust College,Holly Springs,MS,755,313,442,0,0,0,720,7,0,8,2,3,15
Southeastern Baptist College,Laurel,MS,97,76,21,0,1,0,50,2,0,37,6,1,0
Southwest Mississippi Community College,Summit,MS,1807,724,1083,0,2,12,775,32,0,909,35,35,7
Strayer University-Mississippi,Jackson,MS,302,56,246,1,2,0,263,4,0,25,7,1,0
The Academy of Hair Design Six,Hattiesburg,MS,41,0,41,0,0,0,35,1,0,5,0,0,0
Tougaloo College,Tougaloo,MS,677,257,420,0,1,0,602,13,0,4,14,42,1
Traxlers School of Hair,Jackson,MS,78,41,37,0,0,0,75,0,0,3,0,0,0
University of Mississippi,University,MS,22300,9326,12974,0,71,547,2621,1015,15,16706,524,51,750
University of Southern Mississippi,Hattiesburg,MS,13526,4729,8797,0,53,250,3644,573,13,7967,481,59,486
Unlimited Cosmetology School,Hattiesburg,MS,26,0,26,0,0,0,16,1,0,8,1,0,0
Vaughn Beauty College,Aberdeen,MS,56,2,54,0,0,0,25,1,0,30,0,0,0
Wesley Biblical Seminary,Ridgeland,MS,180,123,57,0,0,3,60,3,0,73,1,39,1
William Carey University,Hattiesburg,MS,5662,1841,3821,0,10,277,1580,168,0,3288,35,90,214
Aaniiih Nakoda College,Harlem,MT,115,48,67,0,106,0,0,0,0,9,0,0,0
Academy of Cosmetology Inc,Bozeman,MT,37,2,35,0,1,0,2,1,0,33,0,0,0
Blackfeet Community College,Browning,MT,346,74,272,0,323,0,0,2,0,21,0,0,0
Butte Academy of Beauty Culture,Butte,MT,37,1,36,0,5,0,0,2,0,30,0,0,0
Carroll College,Helena,MT,1168,461,707,0,5,15,7,62,3,906,54,105,11
Chief Dull Knife College,Lame Deer,MT,221,77,144,0,206,0,0,0,0,15,0,0,0
Crevier's Academy of Cosmetology Arts,Kalispell,MT,68,2,66,0,4,0,0,2,1,60,1,0,0
Dawson Community College,Glendive,MT,462,225,237,9,15,5,37,28,0,320,12,21,24
Flathead Valley Community College,Kalispell,MT,2129,939,1190,2,40,35,11,74,4,1674,64,211,16
Fort Peck Community College,Poplar,MT,697,213,484,2,522,7,5,8,0,154,0,0,1
Great Falls College Montana State University,Great Falls,MT,1192,345,847,0,40,15,6,57,1,939,114,20,0
Helena College University of Montana,Helena,MT,1423,592,831,70,16,8,7,52,1,1155,71,113,0
Highlands College of Montana Tech,Butte,MT,655,357,298,0,10,10,3,21,0,566,10,35,0
Little Big Horn College,Crow Agency,MT,296,96,200,0,285,0,1,1,0,9,0,0,0
Miles Community College,Miles City,MT,583,196,387,0,26,0,9,16,7,458,7,45,15
Montana Academy of Salons,Great Falls,MT,98,3,95,0,4,3,1,5,0,73,12,0,0
Montana State University,Bozeman,MT,16681,8671,8010,115,231,193,71,923,14,13845,868,132,404
Montana State University Billings,Billings,MT,4057,1436,2621,1,168,44,37,265,5,3180,223,66,69
Montana State University-Northern,Havre,MT,1140,642,498,0,186,10,20,38,2,811,34,39,0
Montana Technological University,Butte,MT,1625,1001,624,0,26,29,20,65,0,1300,30,112,43
Pima Medical Institute-Dillon,Dillon,MT,56,0,56,0,5,0,0,3,1,45,2,0,0
Rocky Mountain College,Billings,MT,1054,489,565,0,28,6,33,89,5,780,61,6,46
Salish Kootenai College,Pablo,MT,619,177,442,1,453,4,4,8,0,150,0,0,0
Stone Child College,Box Elder,MT,281,91,190,0,265,0,0,0,0,14,0,0,2
The University of Montana,Missoula,MT,9955,3963,5992,9,356,579,100,607,10,6943,697,460,203
The University of Montana-Western,Dillon,MT,1424,452,972,0,88,3,14,51,8,1046,49,163,2
University of Providence,Great Falls,MT,955,296,659,0,24,47,55,46,14,702,0,49,18
Alamance Community College,Graham,NC,3939,1519,2420,0,14,88,671,723,6,2058,83,190,106
Alexander Paul Institute of Hair Design,Greenville,NC,51,3,48,0,3,0,12,1,0,33,2,0,0
Appalachian State University,Boone,NC,20436,8650,11786,1,47,334,748,1604,3,16536,878,130,156
Asheville-Buncombe Technical Community College,Asheville,NC,6473,2481,3992,3,31,126,355,865,12,4686,179,216,3
Aveda Institute-Chapel Hill,Chapel Hill,NC,208,5,203,0,1,5,61,25,4,104,6,2,0
Aviation Institute of Maintenance-Charlotte,Charlotte,NC,169,159,10,0,0,9,61,29,0,59,11,0,0
Barton College,Wilson,NC,1265,579,686,0,5,7,358,129,1,681,21,7,56
Beaufort County Community College,Washington,NC,1741,562,1179,0,5,12,458,205,0,963,33,63,2
Belmont Abbey College,Belmont,NC,1501,796,705,0,5,22,154,86,4,972,35,168,55
Bennett College,Greensboro,NC,168,0,168,0,1,0,93,3,0,0,30,34,7
Beyond Measure Barbering Institute,Mebane,NC,61,45,16,0,0,2,42,3,0,14,0,0,0
Bladen Community College,Dublin,NC,978,322,656,0,93,3,239,150,1,434,33,25,0
Blue Ridge Community College,Flat Rock,NC,2794,1083,1711,0,16,39,127,398,0,2036,0,153,25
Blue Ridge Community College,Flat Rock,NC,3562,1437,2125,57,7,81,193,446,3,2444,133,204,51
Brevard College,Brevard,NC,759,472,287,7,10,8,96,55,0,492,49,4,45
Brunswick Community College,Bolivia,NC,1678,641,1037,0,11,10,175,155,0,1183,77,67,0
Bull City Durham Beauty and Barber College,Durham,NC,9,6,3,0,0,0,9,0,0,0,0,0,0
Cabarrus College of Health Sciences,Concord,NC,528,38,490,0,1,13,90,43,0,356,25,0,0
Caldwell Community College and Technical Institute,Hudson,NC,3703,1487,2216,0,65,51,157,350,3,2878,85,97,17
Campbell University,Buies Creek,NC,5272,2328,2944,4,15,255,692,499,7,3290,184,216,114
Cape Fear Community College,Wilmington,NC,14170,7016,7154,13,166,179,1676,1537,23,9702,280,579,28
Carolina Christian College,Winston Salem,NC,70,43,27,0,0,0,67,1,0,0,2,0,0
Carolina College of Biblical Studies,Fayetteville,NC,152,74,78,0,7,1,80,15,0,47,2,0,0
Carolina College of Hair Design,Asheville,NC,42,2,40,0,0,1,1,6,0,34,0,0,0
Carolina University,Winston-Salem,NC,826,517,309,0,0,13,140,109,0,292,29,96,147
Carolinas College of Health Sciences,Charlotte,NC,409,54,355,85,0,4,39,14,6,197,30,119,0
Carteret Community College,Morehead City,NC,1554,520,1034,0,8,23,109,115,4,1211,56,21,7
Catawba College,Salisbury,NC,1172,557,615,4,2,7,230,112,1,639,50,61,70
Catawba Valley Community College,Hickory,NC,4172,1814,2358,0,12,274,253,677,5,2686,151,68,46
Center for Massage,Asheville,NC,49,7,42,0,0,0,2,2,0,45,0,0,0
Central Carolina Community College,Sanford,NC,5231,1833,3398,1,39,69,811,1240,28,2645,130,265,4
Central Piedmont Community College,Charlotte,NC,17694,7409,10285,0,86,957,4954,2681,22,7228,540,408,818
Chamberlain University-North Carolina,Charlotte,NC,268,22,246,0,2,8,121,32,1,91,12,0,1
Charlotte Christian College and Theological Seminary,Charlotte,NC,113,38,75,0,0,1,98,3,0,11,0,0,0
Chowan University,Murfreesboro,NC,886,524,362,0,11,2,456,30,1,183,17,120,66
Cleveland Community College,Shelby,NC,1946,658,1288,0,4,19,371,126,5,1310,56,45,10
Coastal Carolina Community College,Jacksonville,NC,3611,1335,2276,0,52,157,649,595,27,2090,0,0,41
College of the Albemarle,Elizabeth City,NC,2314,825,1489,0,13,17,285,126,4,1446,76,281,66
College of Wilmington,Wilmington,NC,152,17,135,0,1,1,36,9,0,99,5,1,0
Craven Community College,New Bern,NC,2701,1079,1622,0,17,108,452,252,9,1578,144,113,28
Daoist Traditions College of Chinese Medical Arts,Asheville,NC,88,26,62,0,0,7,2,2,1,71,4,0,1
Davidson College,Davidson,NC,1927,899,1028,0,3,102,123,187,0,1193,103,23,193
Davidson-Davie Community College,Thomasville,NC,3921,1376,2545,0,14,65,510,464,4,2595,111,129,29
DeVry University-North Carolina,Charlotte,NC,12,6,6,8,0,0,7,4,0,1,0,0,0
Duke University,Durham,NC,18023,8161,9862,0,38,2420,1317,1425,15,6796,894,687,4431
Durham Technical Community College,Durham,NC,4294,1628,2666,0,13,216,1335,871,2,1310,153,204,190
East Carolina University,Greenville,NC,27151,10753,16398,0,143,773,4445,2265,29,17239,930,1071,256
Edgecombe Community College,Tarboro,NC,1313,333,980,0,6,8,658,105,1,477,14,38,6
Elizabeth City State University,Elizabeth City,NC,2149,902,1247,0,11,8,1465,93,0,369,122,61,20
Elon University,Elon,NC,7123,2850,4273,0,13,166,456,457,1,5553,207,112,158
Empire Beauty School-Charlotte,Charlotte,NC,96,6,90,0,0,0,53,8,0,1,0,34,0
Empire Beauty School-Concord,Concord,NC,114,4,110,0,1,0,86,10,0,8,1,8,0
Empire Beauty School-Pineville,Charlotte,NC,73,5,68,0,1,0,27,8,0,12,0,25,0
Empire Beauty School-West Greensboro,Greensboro,NC,104,7,97,0,0,0,86,3,0,10,2,3,0
Empire Beauty School-Winston-Salem,Winston-Salem,NC,57,3,54,0,0,0,35,6,0,14,2,0,0
Fayetteville State University,Fayetteville,NC,6787,2065,4722,1,89,103,4109,637,20,1202,409,159,59
Fayetteville Technical Community College,Fayetteville,NC,10233,3925,6308,210,294,226,3836,1489,54,3551,492,210,81
Forsyth Technical Community College,Winston-Salem,NC,8270,2944,5326,0,43,174,2017,1475,12,3661,274,499,115
Galen Health Institutes-Asheville,Asheville,NC,52,4,48,0,0,0,5,7,0,29,2,9,0
Gardner-Webb University,Boiling Springs,NC,3144,1016,2128,0,21,35,772,109,11,1641,75,477,3
Gaston College,Dallas,NC,5558,1957,3601,0,14,47,634,454,2,2349,145,1866,47
Greensboro College,Greensboro,NC,826,441,385,6,2,9,253,133,2,323,48,55,1
Guilford College,Greensboro,NC,1167,577,590,0,3,74,330,171,0,495,57,24,13
Guilford Technical Community College,Jamestown,NC,10067,4194,5873,0,60,548,3371,1381,7,3993,306,302,99
Gwinnett College,Raleigh,NC,142,27,115,0,0,0,98,12,0,28,4,0,0
Halifax Community College,Weldon,NC,995,327,668,0,22,12,456,53,2,368,14,68,0
Haywood Community College,Clyde,NC,1286,439,847,0,21,14,66,86,3,1047,18,30,1
Health And Style Institute,Greensboro,NC,1142,53,1089,0,2,6,778,79,1,174,32,69,1
Heritage Bible College,Dunn,NC,26,13,13,0,0,0,13,1,0,12,0,0,0
High Point University,High Point,NC,5981,2574,3407,0,30,144,533,421,1,4449,181,146,76
Hood Theological Seminary,Salisbury,NC,146,76,70,0,0,0,124,1,3,16,1,0,1
Isothermal Community College,Spindale,NC,1876,694,1182,0,8,17,169,170,1,1384,64,56,7
James Sprunt Community College,Kenansville,NC,1359,438,921,0,9,9,306,378,2,582,26,35,12
Johnson & Wales University-Charlotte,Charlotte,NC,1140,387,753,5,6,27,514,137,0,365,19,56,16
Johnson C Smith University,Charlotte,NC,1093,488,605,0,7,3,845,8,3,10,2,209,6
Johnston Community College,Smithfield,NC,4282,1542,2740,0,31,45,554,825,5,2689,74,35,24
Jung Tao School of Classical Chinese Medicine,Sugar Grove,NC,83,16,67,0,0,3,2,1,0,74,1,2,0
Lees-McRae College,Banner Elk,NC,855,299,556,0,5,11,59,60,0,634,12,41,33
Lenoir Community College,Kinston,NC,2199,792,1407,0,8,33,638,320,2,1143,49,0,6
Lenoir-Rhyne University,Hickory,NC,2354,877,1477,0,12,41,321,57,0,1561,172,71,119
Leons Beauty School Inc,Greensboro,NC,105,1,104,0,0,0,7,13,0,82,1,1,1
Livingstone College,Salisbury,NC,839,497,342,0,2,1,753,3,0,14,30,31,5
Louisburg College,Louisburg,NC,434,334,100,0,2,2,260,34,0,104,18,7,7
Manna University,Fayetteville,NC,256,137,119,0,5,3,35,33,2,141,16,0,21
Mars Hill University,Mars Hill,NC,1032,522,510,0,10,10,180,94,2,659,12,9,56
Martin Community College,Williamston,NC,842,277,565,0,6,5,347,18,0,422,10,33,1
Mayland Community College,Spruce Pine,NC,783,336,447,0,10,10,6,58,0,687,0,12,0
McDowell Technical Community College,Marion,NC,1100,438,662,0,0,11,50,109,1,843,21,65,0
Meredith College,Raleigh,NC,1587,30,1557,0,11,75,163,190,3,1017,30,69,29
Methodist University,Fayetteville,NC,1811,905,906,0,28,22,374,147,3,834,29,283,91
Mid-Atlantic Christian University,Elizabeth City,NC,133,92,41,0,1,1,26,11,0,80,3,0,11
Miller-Motte College-Fayetteville,Fayetteville,NC,191,71,120,0,8,2,129,13,0,26,9,4,0
Miller-Motte College-Jacksonville,Jacksonville,NC,157,58,99,0,0,5,70,16,1,61,3,1,0
Miller-Motte College-Raleigh,Raleigh,NC,166,43,123,0,0,4,113,27,0,11,7,4,0
Miller-Motte College-Wilmington,Wilmington,NC,517,63,454,0,8,0,239,39,3,203,21,4,0
Mitchell Community College,Statesville,NC,3456,1335,2121,5,35,117,360,473,0,2297,105,59,10
Mitchells Academy,Wilson,NC,6,0,6,0,0,0,1,0,0,5,0,0,0
Mitchells Academy,Wilson,NC,30,2,28,0,0,0,4,0,0,25,0,1,0
Montgomery Community College,Troy,NC,702,345,357,0,1,19,102,208,0,349,11,9,3
Montreat College,Montreat,NC,972,484,488,0,10,9,106,29,6,523,20,249,20
MyComputerCareer at Raleigh,Raleigh,NC,1251,942,309,0,12,28,633,202,7,313,49,7,0
NASCAR Technical Institute,Mooresville,NC,1274,1195,79,0,11,17,201,183,4,721,120,17,0
Nash Community College,Rocky Mount,NC,2645,981,1664,0,37,36,901,294,3,1247,49,62,16
No Grease Barber School,Charlotte,NC,24,21,3,0,0,1,22,1,0,0,0,0,0
North Carolina A & T State University,Greensboro,NC,13487,5117,8370,17,44,122,10932,573,3,615,555,279,364
North Carolina Central University,Durham,NC,7553,2230,5323,6,35,103,5628,533,6,719,362,115,52
North Carolina State University at Raleigh,Raleigh,NC,36700,18643,18057,0,123,2983,2303,2570,24,22487,1465,776,3969
North Carolina Wesleyan University,Rocky Mount,NC,1337,659,678,0,18,6,537,41,2,366,61,135,171
Pamlico Community College,Grantsboro,NC,329,87,242,0,0,2,74,24,0,208,4,17,0
Paul Mitchell the School-Fayetteville,Fayetteville,NC,186,7,179,0,3,0,56,22,1,91,10,3,0
Paul Mitchell the School-Gastonia,Gastonia,NC,272,11,261,0,2,2,98,24,0,128,15,3,0
Paul Mitchell the School-Raleigh,Raleigh,NC,153,10,143,0,2,3,61,12,1,72,2,0,0
Pfeiffer University,Misenheimer,NC,1076,415,661,0,8,23,250,99,2,627,43,3,21
Piedmont Community College,Roxboro,NC,1150,437,713,0,5,5,316,86,1,691,21,25,0
Pinnacle Institute of Cosmetology,Mooresville,NC,43,2,41,0,0,0,5,1,0,36,1,0,0
Pitt Community College,Winterville,NC,7144,2813,4331,0,38,103,2251,734,10,3527,239,215,27
Queens University of Charlotte,Charlotte,NC,1873,628,1245,0,2,71,282,220,2,999,11,82,204
Randolph Community College,Asheboro,NC,2469,848,1621,0,12,43,127,508,2,1605,43,116,13
Richmond Community College,Hamlet,NC,2290,786,1504,0,216,19,647,172,2,1010,74,145,5
Roanoke-Chowan Community College,Ahoskie,NC,569,177,392,0,4,3,338,11,3,189,8,12,1
Robeson Community College,Lumberton,NC,1901,528,1373,0,836,12,359,217,0,371,106,0,0
Rockingham Community College,Wentworth,NC,1712,601,1111,0,5,9,256,154,3,1089,76,111,9
Rowan-Cabarrus Community College,Salisbury,NC,6754,2517,4237,0,26,235,1288,1029,7,3522,202,335,110
Saint Augustine's University,Raleigh,NC,1108,548,560,0,20,12,1027,3,4,38,0,4,0
Salem College,Winston-Salem,NC,469,15,454,0,1,10,76,70,0,233,33,41,5
Sampson Community College,Clinton,NC,1590,518,1072,0,25,10,288,479,5,731,30,10,12
Sandhills Community College,Pinehurst,NC,3778,1408,2370,0,104,52,605,546,4,1964,179,320,4
Shaw University,Raleigh,NC,1067,500,567,0,3,12,706,7,3,29,79,149,79
Shepherds Theological Seminary,Cary,NC,161,139,22,0,2,9,7,6,0,130,3,0,4
South Piedmont Community College,Polkton,NC,3338,1208,2130,0,14,169,469,501,2,1799,91,280,13
South University-High Point,High Point,NC,51,4,47,1,0,1,31,1,0,14,3,1,0
Southeastern Baptist Theological Seminary,Wake Forest,NC,2764,1948,816,0,20,128,127,218,3,2166,0,95,7
Southeastern College-Charlotte,Charlotte,NC,142,22,120,0,2,1,87,16,0,16,12,8,0
Southeastern Free Will Baptist Bible College,Wendell,NC,74,45,29,0,1,1,0,6,0,66,0,0,0
St. Andrews University,Laurinburg,NC,809,353,456,0,19,13,140,79,0,233,24,258,43
Stanly Community College,Albemarle,NC,2319,716,1603,0,8,58,351,103,2,1544,73,170,10
Strayer University-North Carolina,Greensboro,NC,3074,593,2481,75,24,15,2139,119,4,609,127,37,0
Surry Community College,Dobson,NC,2797,1093,1704,0,7,22,71,543,1,1942,52,159,0
Tri-County Community College,Murphy,NC,888,356,532,0,13,7,14,55,0,757,19,23,0
